,Course Title,Course Description,Subject Domain,Course Code
663,Graduate Seminar,Exposure to current research and specialized topics in natural resources and environmental sciences through attending/viewing and responding to the NRES seminar series. 0 to 1 graduate hours. No professional credit. Approved for S/U grading only. May be repeated.,Earth Sciences,NRES500
664,Special Problems,"Individual studies or investigations in selected branches of horticulture, natural resources, and environmental sciences. Approved for letter and S/U grading. May be repeated. No more than 8 hours may be counted toward an MS degree.",Earth Sciences,NRES501
665,Research Methods in NRES,"Theory and practice of research methods in natural resources, ecology, and environmental sciences. Provides an overview of experimental design and sampling techniques, and includes discussions of discipline-specific statistical methods. Prerequisite: One upper division course is recommended.",Earth Sciences,NRES502
666,Capstone Research Project,A supervised individual investigative study in selected areas of natural resources and environmental sciences relevant to the student's career preparation. Open only to NRES graduate students. A capstone paper and successful completion of an oral exam is required to earn credit for this course and also serves as the final requirement to complete the non-thesis master's program. 1 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 8 hours. Credit is not given for both NRES 503 and NRES 505 or NRES 507. Prerequisite: Consent of the Academic and Research Advisors.,Earth Sciences,NRES503
667,Capstone Internship Experience,A formalized learning experience in an appropriate supervised internship related to the student's career preparation in natural resources and environmental sciences. Open only to NRES graduate students. A capstone paper and successful completion of an oral exam is required to earn credit for this course and also serves as the final requirement to complete the non-thesis master's program. 1 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 8 hours. Credit is not given for both NRES 505 and either NRES 503 or NRES 507. Prerequisite: Consent of Academic Advisor.,Earth Sciences,NRES505
668,Capstone Group Research Project,"A supervised collaborative learning experience in which students work together to design, conduct, and present professional interdisciplinary research related to the students' career preparation in natural resources and environmental sciences. Group project may involve collaboration with outside clients, which include industry, government, and non-governmental organizations. Only open to NRES graduate students pursuing a non-thesis M.S. A capstone paper and successful completion of an oral exam is required of each student to earn credit for this course and also serves as the final requirement to complete the non-thesis master's program. 1 to 8 graduate hours. No professional credit. Approved for Letter and S/U grading. May be repeated in separate terms to a maximum of 8 hours. Credit is not given for both NRES 507 and either NRES 503 or NRES 505. Prerequisite: Consent of the Academic and Research Advisors.",Earth Sciences,NRES507
669,Principles of Applied Ecology,"Provides a thorough foundation of fundamental ecological principles that govern the distribution and abundance of organisms with extra attention to applied ecology as it pertains to current-day ecological problems. The approach will include lectures, discussions, hands-on evaluation and interpretation of data and experimental design presented in case studies, and design and implementation of an independent research project. Prerequisite: At least one undergraduate or graduate course in biology or ecology.",Earth Sciences,NRES511
670,Discussions in NRES,"Discussion of recent developments and current literature in natural resources and environmental sciences, with a term-long emphasis on a particular aspect of the subject matter. Approved for Letter and S/U grading. May be repeated to a maximum of 4 hours.",Earth Sciences,NRES512
671,Chemistry of Soil Fertility,"The chemistry of essential plant nutrients in soils, and their quantitative relationships to plant growth. Offered in alternate years. Prerequisite: NRES 201 and CHEM 222.",Earth Sciences,NRES572
672,Sustainable Urban Systems,Same as CEE 592 and UP 576. See CEE 592.,Earth Sciences,NRES592
673,NRES Professional Orientation,"The philosophy and components of graduate education with development of the principles useful in teaching, research, and extension in horticulture, natural resources and environmental sciences. Students will be required to develop and submit a proposal describing planned research for their M.S. or Ph.D. thesis. Approved for S/U grading only.",Earth Sciences,NRES594
674,Experimental Graduate Courses,Experimental course on a special topic in natural resources and environmental sciences. May be repeated to a maximum of 12 hours.,Earth Sciences,NRES598
675,Thesis Research,"Research conducted in various phases of horticulture, natural resources, and environmental sciences leading to a thesis in natural resources and environmental sciences. Approved for S/U grading only. May be repeated.",Earth Sciences,NRES599
676,Biochemical Nutrition I,Same as FSHN 426. See FSHN 426.,Nutritional Science,NUTR426
